tares,6.20918105971901
rates,6.116215191246363
tales,6.098226547008154
tears,6.058014671538988
nares,6.0157916906794044
tires,6.014926571109591
reals,6.001172589138888
dares,5.993431562728114
lores,5.990309241087463
tries,5.988750781168024
teals,5.980923086210173
saner,5.980280877289994
pares,5.973770302123451
cares,5.970438490226472
roles,5.965491117705315
aloes,5.9636160170118435
lanes,5.956707035081757
taels,5.951211796141858
slate,5.9245799788348155
riles,5.913780659407474
rites,5.913414640233252
earls,5.9061320803880655
dales,5.904492928195208
mares,5.903615853810943
tiles,5.8973986820541064
nates,5.887488564687551
races,5.879856197133049
raise,5.87051097530114
pales,5.867948552424861
nears,5.867694218304512
rapes,5.866852519979525
dears,5.863955858812342
dates,5.862696585367537
hares,5.861304631768879
tones,5.857027859174851
stare,5.8553352918451225
leans,5.851784925035843
earns,5.8413868901850865
laser,5.838570314483085
taros,5.837493461614796
lades,5.836292212461101
pates,5.832629097481755
slier,5.830322497709531
lites,5.825317975485117
pears,5.824994510449956
cores,5.82492197547757
pores,5.824004403236852
bares,5.822448949076513
tapes,5.820034642884897
snare,5.816266382421375
siren,5.814453339703096
reads,5.8129140382353395
tiers,5.809249031922411
antes,5.8041555434639
deals,5.8013076141551965
sated,5.798779312868598
tines,5.796070395609538
stale,5.794709318258691
males,5.794661908199343
laces,5.791715203322702
tames,5.789059203634989
terns,5.788851589590935
acres,5.784348985608868
saute,5.783929116735599
rails,5.778260174891896
dries,5.777714640957186
trues,5.7746298639822555
canes,5.772555524245352
panes,5.77077707164539
braes,5.7696482673458815
reaps,5.7668369207717
tarns,5.761653427003228
aides,5.7603982805912635
peats,5.760136672671703
mores,5.7596356165190645
mates,5.758109565780068
lairs,5.756070312961145
peals,5.754181336379927
hales,5.753619260209826
tails,5.752508787911219
doles,5.75185901906014
pries,5.750160143711615
cries,5.746285693573304
lames,5.743755889973623
liers,5.7432426088364465
least,5.743117110576354
reins,5.742627266916295
lines,5.741795369170744
rials,5.740034085166786
arise,5.738216030520846
leads,5.735998252437052
notes,5.732598219928266
lures,5.732355791887435
rages,5.7309110875536105
sired,5.730637984124336
arose,5.726194476571739
roans,5.723996785544441
stoae,5.721728819486258
bales,5.716671705679871
reams,5.716461000364954
deans,5.716444328904454
liars,5.715867490447443
poles,5.714729105208136
hears,5.713436242502515
fares,5.712282771245733
hates,5.711553440579111
mires,5.7105529158473
dotes,5.710258139177158
ropes,5.7090109376374105
rents,5.708695697322418
gales,5.708313557395185
rules,5.706146989592102
wares,5.703050371942642
rains,5.701159334958288
parse,5.7006826120701835
rants,5.700293555411331
rides,5.699648140366941
nerts,5.6974154252576295
sorta,5.69649684907094
manes,5.69592882733493
meats,5.693683408787
solar,5.693319473000886
soled,5.691585021980653
store,5.690219935170985
meals,5.6883526433407186
loser,5.688157849942105
liras,5.686563771685402
leaps,5.686187794623668
trans,5.684868901912114
darts,5.681706707766673
bates,5.680217754760589
sarge,5.679994125101775
aisle,5.678293080774481
lodes,5.677646322813864
bores,5.677202154011669
sayer,5.675665784416722
cotes,5.675537783525062
hires,5.670273154940301
rices,5.66959860099855
gates,5.669335518958114
doers,5.669179976038241
teams,5.668584584559581
bears,5.668003188557766
piles,5.666060533094117
orals,5.665710164835265
saber,5.664855682703841
tides,5.664564174913146
spare,5.663155399834561
topes,5.6592880604195415
sager,5.659226056835972
gores,5.659142615230848
plies,5.658467565044658
riots,5.654751200949377
elans,5.654228539046348
gears,5.6535743464910775
snore,5.652719358748871
later,5.648899603180227
moles,5.648152305242714
scare,5.647737374156359
heats,5.647169023447628
heals,5.64704346304603
share,5.644478386015839
sitar,5.6432294864749535
tiros,5.639651121268689
napes,5.638381923997687
sabre,5.638052825095085
rakes,5.6371106773647846
lased,5.634981233299316
tared,5.632911205856746
carts,5.6324986292050845
runes,5.632459882658371
loans,5.632382109846204
spate,5.629296744328376
tomes,5.628317909367732
rimes,5.627690240613786
tesla,5.627539527578919
lopes,5.626048162774076
sonar,5.62515546894135
banes,5.625126325097192
cites,5.624524919548833
roads,5.623703304494967
parts,5.62252884320441
cones,5.621884088621525
ureas,5.6192378345956975
raids,5.617872243162967
stole,5.617867412195685
kales,5.617216986421607
pones,5.6158504741574635
roils,5.613036666655934
saint,5.612949029303235
years,5.612471150922268
lutes,5.612331669266851
yores,5.612277271512444
caste,5.611505314869666
maser,5.61013846469747
trios,5.60961082017012
aster,5.6091990339237165
motes,5.608230251499259
caret,5.607645558749618
